title,overview,genre_list,crew_list,cast_list,original_language,comp_list,comb
Earth to Echo,"After a construction project begins digging in their neighborhood, best friends Tuck, Munch and Alex inexplicably begin to receive strange, encoded messages on their cell phones. Convinced something bigger is going on, they go to their parents and the authorities. When everyone around them refuses to take the messages seriously, the three embark on a secret adventure to crack the code and follow it to its source. But taking matters into their own hands gets the trio in way over their heads when they discover a mysterious being from another world who desperately needs their help. The epic, suspenseful and exciting journey that follows will change all of their lives forever.",Family Adventure Science Fiction ,Dave Green,Teo Halm Astro Resse Hartwig ,en,WaltDisneyStudiosMotionPictures PanayFilms ,Family Adventure Science Fiction Teo Halm Astro Resse Hartwig Dave Greenen
Crazy/Beautiful,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood.",Drama Romance ,John Stockwell,Kirsten Dunst Jay Hernandez Bruce Davison ,en,TouchstonePictures Ufland ,Drama Romance Kirsten Dunst Jay Hernandez Bruce Davison John Stockwellen
Letters from Iwo Jima,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Action Adventure Drama War ,Clint Eastwood,Ken Watanabe Kazunari Ninomiya Tsuyoshi Ihara ,en,DreamWorksSKG AmblinEntertainment MalpasoProductions WarnerBros. ,Action Adventure Drama War Ken Watanabe Kazunari Ninomiya Tsuyoshi Ihara Clint Eastwooden
The Astronaut Farmer,"Texan Charles Farmer left the Air Force as a young man to save the family ranch when his dad died. Like most American ranchers, he owes his bank. Unlike most, he's an astrophysicist with a rocket in his barn - one he's built and wants to take into space. It's his dream. The FBI puts him under surveillance when he tries to buy rocket fuel, and the FAA stalls him when he files a flight plan – but Charles is undeterred.",Adventure Comedy Drama Science Fiction ,Michael Polish,Billy Bob Thornton Virginia Madsen Max Thieriot ,en,PolishBrothersConstruction ,Adventure Comedy Drama Science Fiction Billy Bob Thornton Virginia Madsen Max Thieriot Michael Polishen
Woo,Gorgeous and extraverted Woo meets insecure and straight-laced law clerk Tim at a blind date.,Comedy Romance ,Daisy von Scherler Mayer,Jada Pinkett Smith Tommy Davidson Duane Martin ,en,NewLineCinema NewDealProductions GothamEntertainmentGroup ,Comedy Romance Jada Pinkett Smith Tommy Davidson Duane Martin Daisy von Scherler Mayeren
Room,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,Drama Thriller ,Lenny Abrahamson,Brie Larson Jacob Tremblay Joan Allen ,en,TéléfilmCanada Film4 ElementPictures IrishFilmBoard FilmNationEntertainment NoTraceCamping A24 ElevationPictures ,Drama Thriller Brie Larson Jacob Tremblay Joan Allen Lenny Abrahamsonen
Dirty Work,"Unemployed and recently dumped, Mitch and his buddy Sam start a revenge-for-hire business to raise the $50,000 that Sam's father needs to get a heart transplant. The dirty duo brings down a movie theater manager and hires hookers to pose as dead bodies during a live TV ad. When a wealthy developer hires the guys to trash a building (so that he can have it condemned), problems arise and a feud ensues.",Comedy ,Bob Saget,Norm Macdonald Artie Lange Jack Warden ,en,RobertSimondsProductions Metro-Goldwyn-Mayer(MGM) ,Comedy Norm Macdonald Artie Lange Jack Warden Bob Sageten
Serial Mom,"A picture perfect middle class family is shocked when they find out that one of their neighbors is receiving obscene phone calls. The mom takes slights against her family very personally, and it turns out she is indeed the one harassing the neighbor. As other slights befall her beloved family, the body count begins to increase.",Comedy Crime Horror Thriller ,John Waters,Kathleen Turner Sam Waterston Ricki Lake ,en,SavoyPictures PolarEntertainment ,Comedy Crime Horror Thriller Kathleen Turner Sam Waterston Ricki Lake John Watersen
Dick,"Comedy about two high school girls who wander off during a class trip to the White House and meet President Richard Nixon. They become the official dog walkers for Nixon's dog Checkers, and become his secret advisors during the Watergate scandal.",Comedy ,Andrew Fleming,Kirsten Dunst Michelle Williams Will Ferrell ,en,ColumbiaPictures ,Comedy Kirsten Dunst Michelle Williams Will Ferrell Andrew Flemingen
Light It Up,"On a winter day in a southside Queens high school, events collide and six students are suddenly in an armed standoff with the NYPD. At the school, classrooms freeze, teachers come and go, resources are scant.",Drama Thriller ,Craig Bolotin,Usher Raymond Vanessa Williams Forest Whitaker ,en,,Drama Thriller Usher Raymond Vanessa Williams Forest Whitaker Craig Bolotinen
54,"Shane, a Jersey boy with big dreams, crosses the river in hopes of finding a more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco, plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar – and a front-row seat at the most legendary party on the planet.",Music Drama ,Mark Christopher,Ryan Phillippe Salma Hayek Breckin Meyer ,en,RedeemableFeatures FilmColony Miramax Dollface ,Music Drama Ryan Phillippe Salma Hayek Breckin Meyer Mark Christopheren
Bubble Boy,"Jimmy is young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy -- bubble suit and all -- treks cross-country to stop her. Swoosie Kurtz, as Jimmy's overprotective mom, co-stars along with Fabio, who portrays the leader of a religious cult.",Adventure Comedy Drama Romance ,Blair Hayes,Jake Gyllenhaal Swoosie Kurtz Marley Shelton ,en,TouchstonePictures ,Adventure Comedy Drama Romance Jake Gyllenhaal Swoosie Kurtz Marley Shelton Blair Hayesen
Birthday Girl,"A shy bank clerk orders a Russian mail order bride, and finds his life turned upside down.",Comedy Crime Thriller ,Jez Butterworth,Nicole Kidman Ben Chaplin Vincent Cassel ,en,HALFilms MirageEnterprises Film4 ,Comedy Crime Thriller Nicole Kidman Ben Chaplin Vincent Cassel Jez Butterworthen
21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",Comedy ,Jon Lucas,Miles Teller Skylar Astin Justin Chon ,en,RelativityMedia VirginProduced MandevilleFilms SkyLandEntertainment ,Comedy Miles Teller Skylar Astin Justin Chon Jon Lucasen
"Paris, je t'aime","Olivier Assayas, Gus Van Sant, Wes Craven and Alfonso Cuaron are among the 20 distinguished directors who contribute to this collection of 18 stories, each exploring a different aspect of Parisian life. The colourful characters in this drama include a pair of mimes, a husband trying to chose between his wife and his lover, and a married man who turns to a prostitute for advice.",Drama Romance ,Isabel Coixet,Steve Buscemi Natalie Portman Willem Dafoe ,fr,Filmazure PirolStiftung VictoiresInternational ,Drama Romance Steve Buscemi Natalie Portman Willem Dafoe Isabel Coixetfr
Resurrecting the Champ,"Up-and-coming sports reporter rescues a homeless man (""Champ"") only to discover that he is, in fact, a boxing legend believed to have passed away. What begins as an opportunity to resurrect Champ's story and escape the shadow of his father's success becomes a personal journey as the ambitious reporter reexamines his own life and his relationship with his family.",Drama ,Rod Lurie,Samuel L. Jackson Josh Hartnett Alan Alda ,en,BattleplanProductions YariFilmGroup AlbertaFilmEntertainment PhoenixPictures ,Drama Samuel L. Jackson Josh Hartnett Alan Alda Rod Lurieen
Admission,"Strait-laced Princeton University admissions officer Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago. Soon, Portia finds herself bending the rules for Jeremiah, putting at risk the life she thought she always wanted – but in the process finding her way to a surprising and exhilarating life and romance she never dreamed of having.",Comedy Drama Romance ,Paul Weitz,Tina Fey Paul Rudd Michael Sheen ,en,FocusFeatures ,Comedy Drama Romance Tina Fey Paul Rudd Michael Sheen Paul Weitzen
The Widow of Saint-Pierre,"In 1850, on the isolated French island of Saint-Pierre, a murder shocks the natives. Two fishermen are arrested. One of them, Louis Ollivier, dies in custody. The other, Neel Auguste, is sentenced to death by the guillotine. The island is so small that it has neither a guillotine nor an executioner. While those are sent for Auguste is placed under the supervision of army Captain.",Romance Drama ,Patrice Leconte,Daniel Auteuil Emir Kusturica Juliette Binoche ,en,CinémaginaireInc. Epithetefilms France2Cinéma ,Romance Drama Daniel Auteuil Emir Kusturica Juliette Binoche Patrice Leconteen
Chloe,"A doctor hires an escort to seduce her husband, whom she suspects of cheating, though unforeseen events put the family in danger.",Drama Thriller Mystery ,Atom Egoyan,Julianne Moore Liam Neeson Amanda Seyfried ,en,"StudioCanal MontecitoPictureCompany,The OutpostStudios ",Drama Thriller Mystery Julianne Moore Liam Neeson Amanda Seyfried Atom Egoyanen
Faithful,"A depressed housewife whose husband is having an affair contemplates suicide, but changes her mind when she faces death by a killer hired to do her in.",Comedy Crime Drama ,Paul Mazursky,Cher Chazz Palminteri Ryan O'Neal ,en,NewLineCinema MiramaxFilms ,Comedy Crime Drama Cher Chazz Palminteri Ryan O'Neal Paul Mazurskyen
Find Me Guilty,"Based on the true story of Jack DiNorscio, a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.",Drama Action Comedy Crime ,Sidney Lumet,Vin Diesel Alex Rocco Frank Pietrangolare ,en,YariFilmGroup ,Drama Action Comedy Crime Vin Diesel Alex Rocco Frank Pietrangolare Sidney Lumeten
The Perks of Being a Wallflower,"A coming-of-age story based on the best-selling novel by Stephen Chbosky, which follows 15-year-old freshman Charlie, an endearing and naive outsider who is taken under the wings of two seniors. A moving tale of love, loss, fear and hope - and the unforgettable friends that help us through life.",Drama Romance ,Stephen Chbosky,Logan Lerman Emma Watson Ezra Miller ,en,SummitEntertainment Mr.MuddProduction ,Drama Romance Logan Lerman Emma Watson Ezra Miller Stephen Chboskyen
Excessive Force,"Chicago policeman Terry McCain is determined to put away mobster Sal DiMarco, who always gets acquitted on technicalities. While monitoring a drug sale, a shootout ensues, and one of Terry's fellow officers gets away with $3 million of Sal's money. Suspecting Terry took the cash, the mobster sends his men to kill Terry's brother, Dylan, and partner, Frankie Hawkins. Furious, Terry sets out to take his revenge by any means necessary.",Action ,Jon Hess,Thomas Ian Griffith Lance Henriksen James Earl Jones ,en,NewLineCinema IanPageProductions 3ArtsEntertainment ,Action Thomas Ian Griffith Lance Henriksen James Earl Jones Jon Hessen
Infamous,"While researching his book In Cold Blood, writer Truman Capote develops a close relationship with convicted murderers Dick Hickock and Perry Smith.",Drama ,Douglas McGrath,Sigourney Weaver Toby Jones Gwyneth Paltrow ,en,KillerFilms LongfellowPictures WarnerIndependentPictures(WIP) JackandHenryProductionsInc. ,Drama Sigourney Weaver Toby Jones Gwyneth Paltrow Douglas McGrathen
The Claim,"A prospector sells his wife and daughter to another gold miner for the rights to a gold mine. Twenty years later, the prospector is a wealthy man who owns much of the old west town named Kingdom Come. But changes are brewing and his past is coming back to haunt him. A surveyor and his crew scouts the town as a location for a new railroad line and a young woman suddenly appears in the town and is evidently the man's daughter.",Drama Romance Western ,Michael Winterbottom,Peter Mullan Milla Jovovich Wes Bentley ,en,RevolutionFilms ArtsCouncilofEngland AllianceAtlantisCommunications PathéPicturesInternational Canal+ BritishBroadcastingCorporation(BBC) GrosvenorParkProductions DBEntertainment ,Drama Romance Western Peter Mullan Milla Jovovich Wes Bentley Michael Winterbottomen
